misspelling,correct,edit_distance,len_diff
sart,stars,2,-1
sharn,stars,2,0
sier,stars,3,-1
sots,stars,3,-1
stairs,stars,1,1
stare,stars,1,0
starers,stars,2,2
stares,stars,1,1
ster,stars,2,-1
stores,stars,2,1
stors,stars,1,0
stres,stars,2,0
strue,stars,3,0
sys,stars,3,-2
stab,start,2,-1
stat,start,1,-1
sarted,started,1,-1
serted,started,2,-1
start,started,2,-2
strater,starter,2,0
staring,starting,1,-1
startin,starting,1,-1
startes,starts,1,1
stave,starve,1,-1
stat,state,1,-1
statelly,stately,1,1
statment,statement,1,-1
stetemets,statements,2,-1
stats,states,1,-1
stateing,stating,1,1
sashon,station,3,-1
satshtions,station,4,3
stachon,station,2,0
staeing,station,3,0
staion,station,1,-1
staiton,station,2,0
stands,station,4,-1
stanshon,station,3,1
stanton,station,2,0
staon,station,2,-2
starch,station,4,-1
starns,station,4,-1
stashon,station,2,0
stason,station,2,-1
staytion,station,1,1
steason,station,3,0
stolaon,station,3,0
ststion,station,1,0
stusion,station,2,0
stationery,stationary,1,0
stationary,stationery,1,0
Statics,statistics,3,-3
certistices,statistics,4,1
cististics,statistics,3,0
distiticks,statistics,5,0
sasticics,statistics,4,-1
sastictic,statistics,4,-1
sastictics,statistics,3,0
satistics,statistics,1,-1
sestistics,statistics,2,0
setistics,statistics,2,-1
sististic,statistics,3,-1
sitictis,statistics,4,-2
sitisitice,statistics,4,0
sitistic,statistics,3,-2
sitistics,statistics,2,-1
sitisticts,statistics,3,0
sotistic,statistics,3,-2
stacatic,statistics,4,-2
stacticits,statistics,4,0
stactics,statistics,3,-2
stacticts,statistics,4,-1
stastics,statistics,2,-2
stastictics,statistics,2,1
stasticties,statistics,3,1
stastistis,statistics,2,0
stastitics,statistics,2,0
statastics,statistics,1,0
statatics,statistics,2,-1
statesic,statistics,3,-2
statestics,statistics,1,0
statices,statistics,4,-2
staticies,statistics,3,-1
staticisics,statistics,3,1
staticits,statistics,3,-1
statics,statistics,3,-3
statictcs,statistics,2,-1
statictics,statistics,1,0
staticts,statistics,3,-2
statistic,statistics,1,-1
statisticks,statistics,1,1
statisticts,statistics,1,1
statistikes,statistics,2,1
statithics,statistics,2,0
statitics,statistics,1,-1
statitus,statistics,3,-2
statstics,statistics,1,-1
status,statistics,5,-4
staylistic,statistics,3,0
stectics,statistics,4,-2
steriaties,statistics,4,0
stesticics,statistics,4,0
stetistic,statistics,2,-1
stetistics,statistics,1,0
stictics,statistics,3,-2
stictsics,statistics,4,-1
stictuct,statistics,5,-2
stilistus,statistics,4,-1
stisicks,statistics,4,-2
stistic,statistics,3,-3
stistics,statistics,2,-2
stistictics,statistics,3,1
stisticts,statistics,3,-1
stitate,statistics,6,-3
stitictics,statistics,2,0
stiticts,statistics,4,-2
stitistics,statistics,1,0
stituatices,statistics,4,1
stoctitics,statistics,3,0
stostics,statistics,3,-2
sttistics,statistics,1,-1
stucktiscus,statistics,6,1
stusicitic,statistics,5,0
stustitices,statistics,4,1
stutecticks,statistics,4,1
stutics,statistics,4,-3
stutistics,statistics,1,0
stuttish,statistics,5,-2
succticts,statistics,6,-1
suspetious,statistics,7,0
sustics,statistics,4,-3
sustictes,statistics,5,-1
sutices,statistics,6,-3
sutistick,statistics,3,-1
sutistics,statistics,2,-1
sutities,statistics,4,-2
systicts,statistics,5,-2
sytistics,statistics,2,-1
tististicts,statistics,4,1
statu,statue,1,-1
sart,stay,3,0
sta,stay,1,-1
stae,stay,1,0
staye,stay,1,1
stad,stayed,2,-2
stade,stayed,2,-1
staed,stayed,1,-1
stay,stayed,2,-2
stayd,stayed,1,-1
steted,stayed,2,0
staing,staying,1,-1
stedy,steady,1,-1
steel,steal,1,0
stel,steal,1,-1
stelling,stealing,1,0
steem,steam,1,0
stem,steam,1,-1
stemer,steamer,1,-1
steal,steel,1,0
steap,steep,1,0
step,steep,1,-1
stear,steer,1,0
ster,steer,1,-1
stenografer,stenographer,2,-1
stap,step,1,0
steped,stepped,1,-1
staps,steps,1,0
skite,stick,3,0
stik,stick,1,-1
stickin-sects,stick-insects,2,0
stif,stiff,1,-1
stife,stiff,1,0
steng,sting,1,0
ster,stir,1,0
stur,stir,1,0
stirrin,stirring,1,-1
stirups,stirrups,1,-1
stich,stitch,1,-1
shichis,stitches,3,-1
stiches,stitches,1,-1
stark,stock,2,0
stock room,stockroom,1,1
stokings,stockings,1,-1
stol,stole,1,-1
stold,stole,1,0
stull,stole,2,0
scolend,stolen,2,1
solnd,stolen,3,-1
stern,stolen,3,-1
stolern,stolen,1,1
stollen,stolen,1,1
stopen,stolen,1,0
bel,stomach,7,-4
samke,stomach,5,-2
scemkmen,stomach,6,1
sese,stomach,6,-3
seumkote,stomach,6,1
slomac,stomach,2,-1
slomakc,stomach,3,0
snumik,stomach,5,-1
somes,stomach,4,-2
somock,stomach,3,-1
somtac,stomach,3,-1
sortmach,stomach,3,1
soser,stomach,5,-2
stamac,stomach,2,-1
stamach,stomach,1,0
stamoc,stomach,3,-1
stamoch,stomach,2,0
stimer,stomach,4,-1
stoamac,stomach,2,0
stoamc,stomach,3,-1
stoamch,stomach,2,0
stom,stomach,3,-3
stoma,stomach,2,-2
stomac,stomach,1,-1
stomache,stomach,1,1
stomack,stomach,1,0
stomact,stomach,1,0
stomak,stomach,2,-1
stomake,stomach,2,0
stoman,stomach,2,-1
stomarck,stomach,2,1
stomatc,stomach,2,0
stomc,stomach,2,-2
stomch,stomach,1,-1
stomche,stomach,2,0
stomck,stomach,2,-1
stome,stomach,3,-2
stomeak,stomach,3,0
stomec,stomach,2,-1
stomech,stomach,1,0
stomer,stomach,3,-1
stomi,stomach,3,-2
stomic,stomach,2,-1
stomick,stomach,2,0
stomik,stomach,3,-1
stomitc,stomach,3,0
stomk,stomach,3,-2
stomo,stomach,3,-2
stomoak,stomach,3,0
stomoc,stomach,2,-1
stomot,stomach,3,-1
stomouc,stomach,3,0
stomuch,stomach,1,0
stonec,stomach,3,-1
stormach,stomach,1,1
stormick,stomach,3,1
stoumac,stomach,2,0
stoumak,stomach,3,0
stoumi,stomach,4,-1
stoumoc,stomach,3,0
strom,stomach,4,-2
stubuck,stomach,4,0
stum,stomach,4,-3
stuma,stomach,3,-2
stumac,stomach,2,-1
stumace,stomach,2,0
stumache,stomach,2,1
stumack,stomach,2,0
stumagh,stomach,2,0
stumak,stomach,3,-1
stumarc,stomach,3,0
stumc,stomach,3,-2
stumck,stomach,3,-1
stume,stomach,4,-2
stumeak,stomach,4,0
stumec,stomach,3,-1
stumeck,stomach,3,0
stumek,stomach,4,-1
stumer,stomach,4,-1
stumerk,stomach,4,0
stumi,stomach,4,-2
stumic,stomach,3,-1
stumk,stomach,4,-2
stumlmick,stomach,5,2
stummec,stomach,4,0
stummi,stomach,4,-1
stumo,stomach,4,-2
stumoc,stomach,3,-1
stumoh,stomach,3,-1
stumok,stomach,4,-1
stumuc,stomach,3,-1
stumuck,stomach,3,0
stumuk,stomach,4,-1
stumuke,stomach,4,0
stunk,stomach,5,-2
sumerk,stomach,5,-1
summok,stomach,5,-1
sumoch,stomach,3,-1
thomeke,stomach,5,0
tumer,stomach,5,-2
tumerk,stomach,5,-1
tumm,stomach,5,-3
ston,stone,1,-1
stod,stood,1,-1
shop,stop,1,0
stap,stop,1,0
stoped,stopped,1,-1
stoping,stopping,1,-1
stor,store,1,-1
story,storey,1,-1
stories,storeys,2,0
stores,stories,1,-1
story,stories,3,-2
storys,stories,2,-1
strom,storm,2,0
sorry,story,2,0
sorty,story,2,0
sory,story,1,-1
stare,story,2,0
stary,story,1,0
store,story,1,0
storey,story,1,1
storh,story,1,0
stort,story,1,0
stov,stove,1,-1
strait,straight,2,-2
straiten,straighten,2,-2
stran,strain,1,-1
strainin,straining,1,-1
straightjacket,straitjacket,2,2
strang,strange,1,-1
strategem,stratagem,1,0
stratigically,strategically,1,0
stratagy,strategy,1,0
strarw,straw,1,1
strow,straw,1,0
strawberrys,strawberries,2,-1
strawbery,strawberry,1,-1
strawes,straws,1,1
streem,stream,1,0
strem,stream,1,-1
sater,street,4,-1
seat,street,3,-2
seet,street,2,-2
seets,street,3,-1
sratt,street,3,-1
sreet,street,1,-1
sret,street,2,-2
st,street,4,-4
state,street,3,-1
steat,street,2,-1
stee,street,2,-2
steer,street,2,-1
steert,street,2,0
steest,street,2,0
steet,street,1,-1
steete,street,2,0
steew,street,2,-1
stir,street,4,-2
streat,street,1,0
stret,street,1,-1
sweet,street,2,-1
streangth,strength,1,1
strengh,strength,1,-1
strenght,strength,2,0
sprenuious,strenuous,2,1
standeile,strenuous,7,0
stendious,strenuous,3,0
stenious,strenuous,2,-1
stenous,strenuous,2,-2
storanious,strenuous,3,1
straines,strenuous,5,-1
strainous,strenuous,3,0
strainuest,strenuous,5,1
strainulous,strenuous,3,2
strainuous,strenuous,2,1
strainurous,strenuous,3,2
strainuss,strenuous,4,0
strandiss,strenuous,4,0
straneous,strenuous,2,0
stranious,strenuous,2,0
stranuas,strenuous,3,-1
stranuious,strenuous,2,1
stranuiss,strenuous,3,0
stranuous,strenuous,1,0
stranuses,strenuous,3,0
streanious,strenuous,2,1
streanous,strenuous,2,0
streguas,strenuous,3,-1
streinous,strenuous,2,0
stremious,strenuous,2,0
strendously,strenuous,3,2
streneous,strenuous,1,0
strenerous,strenuous,2,1
strengenious,strenuous,4,3
strengeous,strenuous,2,1
strengheous,strenuous,3,2
strenguous,strenuous,1,1
strenious,strenuous,1,0
streniously,strenuous,3,2
strenius,strenuous,2,-1
strenlium,strenuous,3,0
strenlous,strenuous,1,0
strennous,strenuous,1,0
strenoues,strenuous,2,0
strenouos,strenuous,2,0
strenouous,strenuous,1,1
strenous,strenuous,1,-1
strenrus,strenuous,2,-1
strenuas,strenuous,2,-1
strenueas,strenuous,2,0
strenues,strenuous,2,-1
strenueus,strenuous,1,0
strenuious,strenuous,1,1
strenuis,strenuous,2,-1
strenuless,strenuous,3,1
strenulus,strenuous,1,0
strenumious,strenuous,2,2
strenuos,strenuous,1,-1
strenus,strenuous,2,-2
strenyous,strenuous,1,0
strinious,strenuous,2,0
strumious,strenuous,3,0
strveous,strenuous,3,-1
stumate,strenuous,7,-2
tranuis,strenuous,4,-2
treneous,strenuous,2,-1
trenious,strenuous,2,-1
trenuous,strenuous,1,-1
streach,stretch,1,0
strech,stretch,1,-1
streched,stretched,1,-1
srict,strict,1,-1
stict,strict,1,-1
strick,strict,1,0
stricked,strict,3,2
stricted,strict,2,2
striked,strict,3,1
strictist,strictest,1,0
sricke,strike,2,0
strick,strike,2,0
stricke,strike,1,1
sting,string,1,-1
strog,strong,1,-1
stongly,strongly,1,-1
struk,struck,1,-1
stu,structuralization,14,-14
strcture,structure,1,-1
structrue,structure,2,0
structu,structure,2,-2
stu,structure,6,-6
structurs,structures,1,-1
stra,struggle,5,-4
strugle,struggle,1,-1
shuden,stubborn,5,-2
stubbon,stubborn,1,-1
stuborn,stubborn,1,-1
stubborness,stubbornness,1,-1
stok,stuck,2,-1
stuk,stuck,1,-1
studend,student,1,0
sudent,student,1,-1
studens,students,1,-1
studed,studied,1,-1
studyed,studied,1,0
studys,studies,2,-1
studiing,studying,1,0
studing,studying,1,-1
stof,stuff,2,-1
stuf,stuff,1,-1
stomp,stump,1,0
spoped,stupid,3,0
stuped,stupid,1,0
stupied,stupid,1,1
stile,style,1,0
styleish,stylish,1,1
subpreyfect,sub-prefect,2,0
subgect,subject,1,0
subjects,subject,1,1
subjuct,subject,1,0
sugest,subject,3,-1
shutgex,subjects,6,-1
subjecks,subjects,1,0
subject,subjects,1,-1
subjectes,subjects,1,1
submite,submit,1,1
sumit,submit,1,-1
suscribers,subscribers,1,-1
subscribtion,subscription,1,0
subsequant,subsequent,1,0
subsiquent,subsequent,1,0
substantal,substantial,1,-1
subsitute,substitute,1,-1
subsructures,substructures,1,-1
saltraron,subterranean,7,-3
spitrainen,subterranean,6,-2
su tranian,subterranean,4,-2
sub-terranean,subterranean,1,1
sub-terranian,subterranean,2,1
sub terrainian,subterranean,3,2
subaranain,subterranean,5,-2
subbteranain,subterranean,4,0
subbtrain,subterranean,6,-3
suberamium,subterranean,6,-2
substeranium,subterranean,5,0
subtarainion,subterranean,5,0
subtaraneon,subterranean,3,-1
subtaraniam,subterranean,4,-1
subtaranian,subterranean,3,-1
subtardinen,subterranean,4,-1
subtarranean,subterranean,1,0
subtarranian,subterranean,2,0
subtearanean,subterranean,1,0
subteraem,subterranean,4,-3
subterain,subterranean,4,-3
subterainam,subterranean,4,-1
subterainean,subterranean,2,0
subterainein,subterranean,3,0
subterainem,subterranean,4,-1
subterainen,subterranean,3,-1
subterainer,subterranean,4,-1
subterainian,subterranean,3,0
subterainin,subterranean,4,-1
subterainio,subterranean,5,-1
subterainium,subterranean,5,0
subteranean,subterranean,1,-1
subteraneing,subterranean,3,0
subteranian,subterranean,2,-1
subteranien,subterranean,3,-1
subteranin,subterranean,3,-2
subteranion,subterranean,3,-1
subterannean,subterranean,2,0
subteranum,subterranean,4,-2
subterdinean,subterranean,2,0
subterian,subterranean,4,-3
subterianam,subterranean,3,-1
subtermid,subterranean,6,-3
subterraean,subterranean,1,-1
subterraenean,subterranean,1,1
subterrainean,subterranean,1,1
subterrainern,subterranean,2,1
subterranian,subterranean,1,0
subterrean,subterranean,2,-2
subterresian,subterranean,3,0
subtiranean,subterranean,2,-1
subtoraneman,subterranean,3,0
subtorum,subterranean,7,-4
subtrainyorn,subterranean,6,0
subtranen,subterranean,3,-3
subtrau,subterranean,6,-5
subtrerainiam,subterranean,5,1
subturanean,subterranean,2,-1
subturanium,subterranean,5,-1
sudderanium,subterranean,6,-1
sudtranean,subterranean,3,-2
suparanyan,subterranean,5,-2
superdining,subterranean,7,-1
suppertan,subterranean,6,-3
suprutes,subterranean,8,-4
supteranion,subterranean,4,-1
supteranium,subterranean,5,-1
suptermatian,subterranean,4,0
supterraane,subterranean,4,-1
supterrinen,subterranean,3,-1
suptranet,subterranean,5,-3
suptranon,subterranean,5,-3
supturian,subterranean,6,-3
surnturnany,subterranean,7,-1
surteranin,subterranean,4,-2
suteranrepeiomene,subterranean,10,5
subtrcat,subtract,2,0
suberb,suburb,1,0
sububan,suburban,1,-1
surburban,suburban,1,1
succed,succeed,1,-1
succede,succeed,2,0
success,succeed,2,0
suceed,succeed,1,-1
succeded,succeeded,1,-1
suceeded,succeeded,1,-1
succes,success,1,-1
sucess,success,1,-1
sacksesful,successful,4,0
sacsesful,successful,3,-1
saseful,successful,5,-3
scucfull,successful,6,-2
scuksefuly,successful,5,0
seccesful,successful,2,-1
seceful,successful,4,-3
secessful,successful,2,-1
seckesful,successful,3,-1
secsecful,successful,4,-1
secsecfuly,successful,5,0
secseful,successful,4,-2
secsesful,successful,3,-1
sesesful,successful,4,-2
sexcful,successful,5,-3
sexself,successful,7,-3
siccesefull,successful,3,1
succeful,successful,2,-2
succesfel,successful,2,-1
succesful,successful,1,-1
succesfull,successful,2,0
succesfully,successful,3,1
succeshful,successful,1,0
successeful,successful,1,1
successfull,successful,1,1
successfuly,successful,1,1
succful,successful,3,-3
succfull,successful,4,-2
succsefull,successful,3,0
succsesful,successful,2,0
succsesfull,successful,3,1
succsessful,successful,1,1
succusfull,successful,3,0
suceful,successful,3,-3
sucefull,successful,4,-2
suceseful,successful,2,-1
sucesfful,successful,2,-1
sucesful,successful,2,-2
sucesfull,successful,3,-1
sucessful,successful,1,-1
sucessfull,successful,2,0
sucfull,successful,5,-3
suchesbull,successful,4,0
suchsefull,successful,4,0
suckcesfull,successful,3,1
suckessful,successful,1,0
sucksesful,successful,3,0
sucksesfull,successful,4,1
sucksfull,successful,4,-1
sucseful,successful,3,-2
sucsefully,successful,5,0
sucsesfle,successful,4,-1
sucsesful,successful,2,-1
sucsesfull,successful,3,0
sucsesfult,successful,3,0
sucsessful,successful,1,0
sucsessfull,successful,2,1
sucsful,successful,3,-3
sucsfully,successful,5,-1
sucsselful,successful,4,0
sucssuful,successful,3,-1
sukseful,successful,4,-2
suksesfull,successful,4,0
surou,successful,7,-5
surseful,successful,4,-2
sursenful,successful,4,-1
susesful,successful,3,-2
suskfull,successful,5,-2
sussecful,successful,4,-1
sussefull,successful,5,-1
sussfull,successful,4,-2
sususful,successful,4,-2
suxcessful,successful,1,0
suxsefal,successful,5,-2
suxsesful,successful,3,-1
suxsusful,successful,4,-1
uscsful,successful,4,-3
succesfully,successfully,1,-1
suceessfully,successfully,1,0
sucessive,successive,1,-1
sucsesive,successive,2,-1
succesor,successor,1,-1
sucinctly,succinctly,1,-1
sach,such,1,0
shuch,such,1,1
suh,such,1,-1
suu,such,2,-1
suden,sudden,1,-1
sudern,sudden,2,0
sufer,suffer,1,-1
suufering,suffering,1,0
cerfistiont,sufficient,6,1
saficient,sufficient,2,-1
sefilshont,sufficient,6,0
sefisent,sufficient,4,-2
sefishant,sufficient,5,-1
serfercute,sufficient,8,0
serficant,sufficient,4,-1
serficent,sufficient,3,-1
serfichant,sufficient,4,0
serficiant,sufficient,3,0
serficint,sufficient,3,-1
serfisant,sufficient,5,-1
serfisemete,sufficient,7,1
serfisent,sufficient,4,-1
serfishant,sufficient,5,0
serfishent,sufficient,4,0
serfishont,sufficient,5,0
sersfinhet,sufficient,6,0
sersishant,sufficient,6,0
servishant,sufficient,6,0
servishent,sufficient,5,0
shefint,sufficient,5,-3
sherfishent,sufficient,5,1
shoofishtion,sufficient,8,2
shurfistent,sufficient,4,1
sifishant,sufficient,5,-1
sirfisant,sufficient,5,-1
sirfishant,sufficient,5,0
sirfishint,sufficient,5,0
soffoant,sufficient,5,-2
sufeciant,sufficient,3,-1
suffeciant,sufficient,2,0
suffecient,sufficient,1,0
sufficant,sufficient,2,-1
sufficent,sufficient,1,-1
suffichent,sufficient,1,0
sufficiant,sufficient,1,0
sufficuint,sufficient,2,0
suffiecent,sufficient,2,0
suffient,sufficient,2,-2
suffisent,sufficient,2,-1
suffishant,sufficient,3,0
suffitionent,sufficient,3,2
suficant,sufficient,3,-2
suficent,sufficient,2,-2
suficiant,sufficient,2,-1
suficient,sufficient,1,-1
sufient,sufficient,3,-3
sufisant,sufficient,4,-2
sufishant,sufficient,4,-1
sufishent,sufficient,3,-1
sufishunt,sufficient,4,-1
surefish,sufficient,7,-2
surfend,sufficient,5,-3
surfeshant,sufficient,5,0
surfeshement,sufficient,6,2
surfficant,sufficient,3,0
surficant,sufficient,3,-1
surficent,sufficient,2,-1
surficiant,sufficient,2,0
surficient,sufficient,1,0
surficsut,sufficient,4,-1
surfieshent,sufficient,4,1
surfinent,sufficient,3,-1
surfishant,sufficient,4,0
surfishate,sufficient,6,0
surfishent,sufficient,3,0
surfishiat,sufficient,5,0
surfistion,sufficient,5,0
surfitiont,sufficient,3,0
survition,sufficient,5,-1
sutticant,sufficient,4,-1
safishently,sufficiently,4,-1
safrishtonly,sufficiently,7,0
savantly,sufficiently,7,-4
scifently,sufficiently,5,-3
scifiantly,sufficiently,5,-2
siffeicently,sufficiently,3,0
sofecitently,sufficiently,4,0
su lfishently,sufficiently,4,1
sucificently,sufficiently,3,0
sufacionaly,sufficiently,4,-1
sufencently,sufficiently,3,-1
suffantly,sufficiently,4,-3
suffecently,sufficiently,2,-1
suffecienly,sufficiently,2,-1
suffecient,sufficiently,3,-2
suffeciently,sufficiently,1,0
suffecienty,sufficiently,2,-1
suffectinely,sufficiently,4,0
suffeicently,sufficiently,2,0
suffeicuntly,sufficiently,3,0
suffencely,sufficiently,5,-2
suffency,sufficiently,5,-4
suffently,sufficiently,3,-3
suffertinal,sufficiently,6,-1
suffescently,sufficiently,3,0
suffialy,sufficiently,5,-4
sufficalny,sufficiently,4,-2
sufficantely,sufficiently,3,0
sufficantly,sufficiently,2,-1
sufficeintly,sufficiently,2,0
sufficency,sufficiently,3,-2
sufficenlly,sufficiently,2,-1
sufficentally,sufficiently,3,1
sufficently,sufficiently,1,-1
sufficiantly,sufficiently,1,0
sufficiency,sufficiently,2,-1
sufficienily,sufficiently,1,0
sufficienlly,sufficiently,1,0
sufficientally,sufficiently,2,2
sufficiuntly,sufficiently,1,0
sufficnnty,sufficiently,3,-2
suffiecentlly,sufficiently,3,1
suffieciently,sufficiently,1,1
suffienc,sufficiently,5,-4
suffiencentally,sufficiently,5,3
suffienctly,sufficiently,3,-1
suffiency,sufficiently,4,-3
suffiently,sufficiently,2,-2
suffishly,sufficiently,5,-3
suffissioncy,sufficiently,5,0
suffrintaly,sufficiently,4,-1
suffucently,sufficiently,2,-1
suficently,sufficiently,2,-2
suficiantly,sufficiently,2,-1
suficiently,sufficiently,1,-1
suficiontly,sufficiently,2,-1
sufiently,sufficiently,3,-3
sufisenlty,sufficiently,5,-2
sufishently,sufficiently,3,-1
sufishiently,sufficiently,3,0
sufishunly,sufficiently,5,-2
sufitiently,sufficiently,2,-1
susficently,sufficiently,2,-1
syfishentally,sufficiently,6,1
sufferage,suffrage,1,1
suger,sugar,1,0
sugest,suggest,1,-1
sugested,suggested,1,-1
sugjested,suggested,1,0
uggested,suggested,1,-1
sugestion,suggestion,1,-1
sugests,suggests,1,-1
sueing,suing,1,1
suite,suit,1,1
sute,suit,2,0
daul,suitable,6,-4
hartalon,suitable,6,0
saball,suitable,5,-2
satur,suitable,6,-3
sauterble,suitable,4,1
scobel,suitable,6,-2
set tobal,suitable,6,1
seuitable,suitable,1,1
sitble,suitable,2,-2
siutable,suitable,2,0
soebel,suitable,6,-2
soilal,suitable,4,-2
sooerble,suitable,4,0
sootable,suitable,2,0
sooterfull,suitable,7,2
sootnel,suitable,5,-1
soots,suitable,6,-3
sotable,suitable,2,-1
sotaboll,suitable,4,0
sotabul,suitable,4,-1
sotalb,suitable,4,-2
sotdole,suitable,4,-1
soteble,suitable,3,-1
soterbly,suitable,5,0
soterpel,suitable,6,0
sotoboll,suitable,5,0
sotrdl,suitable,5,-2
soutabe,suitable,3,-1
sterball,suitable,6,0
stewable,suitable,3,0
stlo,suitable,5,-4
stoble,suitable,3,-2
suable,suitable,2,-2
subildbel,suitable,5,1
suetebull,suitable,4,1
suiable,suitable,1,-1
suirtdl,suitable,4,-1
suitaball,suitable,2,1
suitabul,suitable,2,0
suitble,suitable,1,-1
suiterble,suitable,2,1
suiterbly,suitable,3,1
suitibal,suitable,3,0
suitible,suitable,1,0
suitibul,suitable,3,0
sulibale,suitable,3,0
sutable,suitable,1,-1
sutball,suitable,4,-1
sutbue,suitable,3,-2
suteable,suitable,2,0
suteaboule,suitable,4,2
sutebul,suitable,4,-1
suterbell,suitable,5,1
suterble,suitable,3,0
suterbule,suitable,4,1
suthall,suitable,4,-1
sutible,suitable,2,-1
sutiler,suitable,4,-1
sutl,suitable,4,-4
swterble,suitable,4,0
totabull,suitable,5,0
suted,suited,1,-1
salt,suits,3,-1
sende,suits,4,0
seses,suits,3,0
sete,suits,3,-1
shirt,suits,3,0
soot,suits,3,-1
sose,suits,4,-1
sotes,suits,3,0
srat,suits,3,-1
stuten,suits,4,1
suat,suits,2,-1
sucts,suits,1,0
suir,suits,2,-1
suit,suits,1,-1
suite,suits,1,0
suites,suits,1,1
sune,suits,3,-1
swet,suits,3,-1
some,sum,2,1
sumarys,summaries,3,-2
sumer,summer,1,-1
summer house,summerhouse,1,1
summer time,summertime,1,1
sum,sums,1,-1
sume,sums,1,0
san,sun,1,0
son,sun,1,0
sonday,sunday,1,0
sunbay,sunday,1,0
sundays,sunday,1,1
suntday,sunday,1,1
sonk,sunk,1,0
sunney,sunny,1,1
suny,sunny,1,-1
sunshin,sunshine,1,-1
superfical,superficial,1,-1
supertendent,superintendent,2,-2
superintendants,superintendents,1,0
supperior,superior,1,1
supercede,supersede,1,0
supperstishons,superstitions,3,1
supersticious,superstitious,1,0
supervison,supervision,1,-1
supervisser,supervisor,2,1
super,supper,1,-1
surplanted,supplanted,1,0
seypliment,supplement,3,0
sublament,supplement,3,-1
such,supplement,8,-6
suclement,supplement,2,-1
sumplement,supplement,1,0
superment,supplement,3,-1
supilement,supplement,1,0
suplament,supplement,2,-1
suplemen,supplement,2,-2
suplement,supplement,1,-1
supliate,supplement,6,-2
suplimante,supplement,4,0
supliment,supplement,2,-1
suplimente,supplement,3,0
suplimite,supplement,5,-1
suppelement,supplement,1,1
supplament,supplement,1,0
supplemt,supplement,2,-2
supplent,supplement,2,-2
suppliment,supplement,1,0
supplinen,supplement,3,-1
supplment,supplement,1,-1
supplument,supplement,1,0
supplyment,supplement,1,0
suppremat,supplement,3,-1
supulment,supplement,2,-1
suspulment,supplement,3,0
suplementary,supplementary,1,-1
suplements,supplements,1,-1
suplied,supplied,1,-1
supply,supplies,3,-2
supplys,supplies,2,-1
suply,supply,1,-1
serport,support,2,0
suport,support,1,-1
suppart,support,1,0
suppore,supported,2,-2
suppoters,supporters,1,-1
support,supports,1,-1
serpose,suppose,2,0
supose,suppose,1,-1
surpose,suppose,1,0
suposed,supposed,1,-1
suppose,supposed,1,-1
supposidly,supposedly,1,0
supress,suppress,1,-1
cart,sure,3,0
cesh,sure,4,0
chor,sure,4,0
chore,sure,3,1
dhour,sure,4,1
gohet,sure,4,1
hearor,sure,5,2
isni,sure,4,0
roo,sure,4,-1
sam,sure,3,-1
sanet,sure,3,1
sar,sure,2,-1
sare,sure,1,0
sarer,sure,2,1
saw,sure,3,-1
sawr,sure,3,0
sham,sure,3,0
shar,sure,3,0
share,sure,2,1
shau,sure,3,0
shaw,sure,3,0
sheare,sure,3,2
shede,sure,3,1
sher,sure,3,0
shere,sure,2,1
shoar,sure,4,1
shoe,sure,2,0
shoes,sure,3,1
shon,sure,3,0
shone,sure,3,1
shoor,sure,4,1
shoower,sure,5,3
shor,sure,3,0
shorch,sure,4,2
shore,sure,2,1
shorer,sure,3,2
shou,sure,3,0
shour,sure,3,1
shoure,sure,2,2
shouw,sure,4,1
shouy,sure,4,1
show,sure,3,0
shoy,sure,3,0
shsre,sure,2,1
shur,sure,2,0
shure,sure,1,1
soa,sure,3,-1
sofe,sure,2,0
someu,sure,3,1
soor,sure,3,0
sor,sure,2,-1
sore,sure,1,0
soru,sure,2,0
sou,sure,3,-1
sour,sure,2,0
sow,sure,3,-1
srau,sure,3,0
sron,sure,3,0
staratr,sure,5,3
stean,sure,4,1
stheing,sure,5,3
sue,sure,1,-1
syort,sure,3,1
thar,sure,4,0
surl,surely,2,-2
surley,surely,2,0
surly,surely,1,-1
cased,surface,6,-2
caves,surface,6,-2
cefes,surface,6,-2
circuss,surface,6,0
cirface,surface,2,0
furfise,surface,3,0
saefe,surface,4,-2
saeven,surface,6,-1
safashes,surface,5,1
safe,surface,4,-3
safis,surface,5,-2
safit,surface,5,-2
sarface,surface,1,0
scarefis,surface,6,1
scauce,surface,4,-1
scues,surface,6,-2
searface,surface,2,1
sefast,surface,4,-1
sefic,surface,4,-2
sefin,surface,5,-2
sefis,surface,5,-2
sefures,surface,5,0
send,surface,6,-3
serce,surface,3,-2
sercor,surface,5,-1
serface,surface,1,0
serfast,surface,3,0
serfece,surface,2,0
serfers,surface,4,0
serfes,surface,4,-1
serfese,surface,3,0
serfest,surface,4,0
serffes,surface,4,0
serfice,surface,2,0
serfies,surface,4,0
serfis,surface,4,-1
serfise,surface,3,0
serfiss,surface,4,0
serfuss,surface,4,0
sersif,surface,5,-1
serth,surface,5,-2
serthface,surface,3,2
servecy,surface,4,0
serves,surface,5,-1
servese,surface,4,0
service,surface,3,0
servics,surface,4,0
servise,surface,4,0
seturs,surface,6,-1
sevace,surface,3,-1
severs,surface,6,-1
seves,surface,6,-2
sfes,surface,5,-3
sfis,surface,5,-3
shaved,surface,5,-1
shers,surface,6,-2
siface,surface,2,-1
sifce,surface,3,-2
sift,surface,5,-3
sirc,surface,4,-3
sirfase,surface,2,0
